Offset(V)     Pid     Handle     Access Type             Details
0xe264d0d0   2836      0x4c0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81e70478   2836      0x4c4   0x1f03ff Thread           TID 2520 PID 2836
0x81f71218   2836      0x4c8   0x100003 Event            
0x81f711e8   2836      0x4cc   0x1f0003 Event            
0xe2b47728   2836      0x4d0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x821c9898   2836      0x4d4  0x21f0003 Event            
0x81df4930   2836      0x4d8   0x1f03ff Thread           TID 3144 PID 2836
0x821c9868   2836      0x4dc   0x1f0003 Event            
0x822d8aa8   2836      0x4e0   0x1f0003 Event            
0x81df4930   2836      0x4e4   0x1f03ff Thread           TID 3144 PID 2836
0xe10c8600   2836      0x4e8    0xf0005 Section          
0x821071d8   2836      0x4ec   0x1f03ff Thread           TID 3084 PID 2836
0x81e948d8   2836      0x4f0   0x1f0003 Event            
0xe23d9ca8   2836      0x4f4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe1706f60   2836      0x4f8    0xf0005 Section          
0xe1b04148   2836      0x4fc    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81f02560   2836      0x504   0x100003 Semaphore        
0x821bacd8   2836      0x508  0x21f0003 Event            
0x81e9de38   2836      0x50c  0x21f0003 IoCompletion     
0x8236c680   2836      0x510   0x1f0003 Event            
0x82227968   2836      0x514  0x21f01ff File             \Device\Afd\AsyncConnectHlp
0xe26fe370   2836      0x518    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe29483a8   2836      0x51c   0x1f0001 Port             
0xe1bee7a0   2836      0x520   0x1f0001 Port             
0x8220d838   2836      0x524   0x100003 Event            
0xe29a9640   2836      0x528        0xc Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\P3P\HISTORY
0x81f4b290   2836      0x52c  0x21f0003 Event            
0xe14ca420   2836      0x530    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe256ad00   2836      0x534    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE
0x81e945c8   2836      0x538   0x12019f File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\MSHist012010050520100506\index.dat
0x8215aee0   2836      0x53c   0x100003 Event            
0xe1a3fcd0   2836      0x540    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe1322ba0   2836      0x544    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS
0xe294d1b8   2836      0x548    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS
0x821e3b80   2836      0x54c   0x100003 Event            
0x81f223d8   2836      0x550   0x1f0001 Mutant           DDrawDriverObjectListMutex
0x81e52c08   2836      0x554   0x100003 Event            
0x8226c9d8   2836      0x558   0x1f0003 Event            
0x81eac260   2836      0x55c   0x100003 Event            
0x8226cec0   2836      0x560   0x100003 Event            
0x8222de00   2836      0x564   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\mshtml.tlb
0xe1608910   2836      0x568    0xf0005 Section          
0xe11989a0   2836      0x56c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe25700d0   2836      0x570    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81f92d58   2836      0x574   0x1f0003 Event            
0x81e2c768   2836      0x578   0x1f0003 Event            
0x81e94908   2836      0x580  0x21f0003 Event            
0x8210bcf0   2836      0x584   0x100000 Mutant           _!SHMSFTHISTORY!_
0x81fa1638   2836      0x588   0x1f0003 Event            
0x81e2bf90   2836      0x590   0x1f01ff File             \Device\Tcp
0x821b4d38   2836      0x594   0x1f0003 Event            
0x81efe318   2836      0x598   0x100003 Event            
0x821e5028   2836      0x59c   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\dxtrans.dll
0x81ec0c20   2836      0x5a0   0x1f01ff File             \Device\Tcp
0x81f4a9b8   2836      0x5a4   0x100003 Event            
0x821ab540   2836      0x5a8   0x1f0003 Event            
0xe1619410   2836      0x5ac    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81de7790   2836      0x5b0   0x1f03ff Thread           TID 3156 PID 2836
0x82341090   2836      0x5b4  0x21f0003 Event            
0x81def848   2836      0x5b8   0x100003 Event            
0x81eff410   2836      0x5bc   0x100003 Event            
0xe26a6568   2836      0x5c4    0xf001f Section          MSCTF.Shared.SFM.MAG
0x81fa1ff0   2836      0x5c8   0x100003 Event            
0x81df6838   2836      0x5cc   0x100003 Event            
0x821197a8   2836      0x5d0   0x1f0003 Event            
0x81f66698   2836      0x5d8   0x1f0003 Event            
0xe2934698   2836      0x5e0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe235e248   2836      0x5e8    0xf0007 Section          MSIMGSIZECacheMap
0x81f82ae8   2836      0x5ec   0x1f0001 Mutant           {1B655094-FE2A-433c-A877-FF9793445069}
0xe1b04ed0   2836      0x5f0        0x4 Section          mmGlobalPnpInfo
0x821a7da0   2836      0x5f4   0x100003 Event            
0xe1b06020   2836      0x5fc   0x1f0001 Port             
0x8218e0d0   2836      0x600   0x100002 Event            mixercallback
0xe1a435d0   2836      0x604        0x6 Section          WDMAUD_Callbacks
0x8226eab0   2836      0x608   0x12019f File             \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x81f1d2a8   2836      0x60c   0x100002 Event            hardwaremixercallback
0x81eab830   2836      0x610   0x1f03ff Thread           TID 744 PID 2836
0x81f0ceb0   2836      0x614   0x1f0001 Mutant           
0x81de8898   2836      0x618   0x1f0001 Mutant           
0x82267530   2836      0x61c   0x1f0001 Mutant           
0x81f0ce80   2836      0x620   0x1f0003 Event            
0x81f6d268   2836      0x624   0x1f0003 Event            
0x81f6d850   2836      0x628   0x1f0001 Mutant           
0x81f1a748   2836      0x62c   0x1f0003 Event            
0x8212b188   2836      0x630   0x1f0001 Mutant           MidiMapper_Configure
0x8218e030   2836      0x634   0x1f0001 Mutant           MidiMapper_modLongMessage_RefCnt
0x81f8fca8   2836      0x638   0x1f0003 Event            
0x822678d8   2836      0x63c   0x120089 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\CAKH2BAR.htm
0xe2966230   2836      0x644    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x822a9460   2836      0x648   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\Macromed\Flash\Flash10e.ocx
0xe27eac70   2836      0x64c    0xf0005 Section          
0x822224b0   2836      0x650   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0xe2b93410   2836      0x654    0xf0005 Section          
0x821371f0   2836      0x658   0x100003 Event            
0x81f305c0   2836      0x65c   0x1f0003 Semaphore        
0x81dfbaa8   2836      0x660   0x1f0003 Semaphore        
0x8226c978   2836      0x668   0x100003 Event            
0x81e9c3f0   2836      0x66c   0x1f0003 Event            
0x81dea880   2836      0x674   0x100003 Event            
0x821f84a8   2836      0x678   0x100003 Event            
0xe10ccab0   2836      0x67c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES\MIME\DATABASE\CONTENT TYPE
0xe12f0bb0   2836      0x680    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES\MIME\DATABASE\CONTENT TYPE
0xe2933fb8   2836      0x684    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe26433b0   2836      0x688    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x821b2610   2836      0x68c   0x1f01ff File             \Device\Afd\Endpoint
0xe1bf5540   2836      0x690    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe26cd430   2836      0x694    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\CODEPAGE
0xe1368470   2836      0x698    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe10e33a0   2836      0x6a0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81df6b40   2836      0x6a4   0x1f0001 Mutant           __DDrawCheckExclMode__
0xe26de490   2836      0x6a8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e2c7d0   2836      0x6ac   0x100003 Semaphore        
0x821d2bc0   2836      0x6b0   0x100003 Semaphore        
0x821d2a38   2836      0x6b4   0x100003 Semaphore        
0x821d2a70   2836      0x6b8   0x100003 Semaphore        
0x821d2aa8   2836      0x6bc   0x100003 Semaphore        
0x821d2ae0   2836      0x6c0   0x100003 Semaphore        
0x821d2b18   2836      0x6c4   0x100003 Semaphore        
0x821d2b50   2836      0x6c8   0x100003 Semaphore        
0x821d2b88   2836      0x6cc   0x100003 Semaphore        
0x81f32eb0   2836      0x6d0   0x100003 Semaphore        
0x81e44bf8   2836      0x6d4   0x100003 Semaphore        
0x81e2c798   2836      0x6d8   0x100003 Semaphore        
0x81e2c808   2836      0x6dc   0x100003 Semaphore        
0x81e2ce60   2836      0x6e0   0x100003 Semaphore        
0x81e2c728   2836      0x6e4   0x100003 Semaphore        
0x820fff10   2836      0x6e8  0x21f0003 Event            
0x81f21b30   2836      0x6ec   0x1f0001 Mutant           DDrawWindowListMutex
0x81eab4d8   2836      0x6f0   0x1f0001 Mutant           __DDrawExclMode__
0x81df26f8   2836      0x6f4   0x100003 Event            
0x81f02418   2836      0x6fc   0x1f01ff File             \Device\Tcp
0x821e9dd8   2836      0x700   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\dxtmsft.dll
0x82218518   2836      0x704   0x100003 Event            
0x8218c528   2836      0x708   0x1f0003 Event            
0x821071d8   2836      0x70c   0x1f03ff Thread           TID 3084 PID 2836
0xe101fa60   2836      0x710        0x2 Section          C:_Documents and Settings_Peter Haag_Local Settings_History_History.IE5_MSHist012010050520100506_index.dat_32768
0x821cd3b0   2836      0x714   0x100003 Event            
0x8215a090   2836      0x718   0x1f0003 Event            
0x81e1c0e0   2836      0x720   0x1f01ff File             \Device\Tcp
0xe2b4f6b0   2836      0x728    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\TYPEDURLS
0x82309648   2836      0x72c   0x1f03ff Thread           TID 3208 PID 2836
0xe22c88b0   2836      0x730    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81df12f8   2836      0x734   0x1f0003 Event            
0x81e50780   2836      0x73c   0x100000 Mutant           c:!documents and settings!peter haag!local settings!history!history.ie5!mshist012010050520100506!
0xe2b3bd38   2836      0x744    0xf0007 Section          MacromediaFMOmega
0xe1706ec0   2836      0x748    0xf0005 Section          
0x81f90280   2836      0x74c   0x100003 Event            
0x81f87140   2836      0x750   0x100003 Event            
0x82206bc8   2836      0x754   0x120089 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\mail[1]
0x81f792c0   2836      0x758   0x100003 Event            
0x81e2ca08   2836      0x75c   0x100003 Event            
0x81f866a0   2836      0x760   0x1f0003 Event            
0x81f3d3c0   2836      0x764   0x100003 Event            
0x81e6d8a8   2836      0x768   0x1f0003 Event            
0x821208a8   2836      0x76c   0x1f0003 Event            
0x81f61af0   2836      0x770   0x100003 Event            
0x81e18cb0   2836      0x780   0x1f0003 Event            
0x820f57f8   2836      0x788   0x1f03ff Thread           TID 3104 PID 2836
0x821d0e80   2836      0x78c   0x100003 Event            
0x82230da8   2836      0x794   0x1f03ff Thread           TID 1348 PID 2836
0xe2287400   2836      0x79c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e6df40   2836      0x7a0   0x1f0003 Semaphore        
0xe1aae820   2836      0x7a4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x822d05e0   2836      0x7a8  0x21f0003 Event            
0xe26c0aa8   2836      0x7ac    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81fa0028   2836      0x7b0   0x1f01ff File             \Device\Afd\Endpoint
0xe2b52848   2836      0x7b4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e247f0   2836      0x7bc   0x100003 Event            
0x81f9a4b8   2836      0x7c0   0x100003 Event            
0xe197be30   2836      0x7c4    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\RUNMRU
0x82258460   2836      0x7c8   0x100003 Event            
0x8226a4e0   2836      0x7cc  0x21f0003 Event            
0xe1628a38   2836      0x7d0    0x2001b Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY\P3GLOBAL
0x81dfdda8   2836      0x7d4   0x1f03ff Thread           TID 740 PID 2836
0xe1967bb0   2836      0x7d8    0x2001d Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY\P3SITES
0xe25747e0   2836      0x7dc    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\RUNMRU
0x82218548   2836      0x7e0   0x100003 Event            
0x8221a550   2836      0x7e4   0x1f0001 Mutant           MSCTF.Shared.MUTEX.MAG
0x81f599c0   2836      0x7e8   0x1f0003 IoCompletion     
0x81f00f58   2836      0x7ec   0x1f0003 Event            
0x82211718   2836      0x7f0   0x100003 Event            
0x81f67e38   2836      0x7f4   0x100003 Event            
0x82252d28   2836      0x7f8   0x100003 Event            
0x81dfdda8   2836      0x7fc   0x1f03ff Thread           TID 740 PID 2836
0x81f6d380   2836      0x804   0x1f0003 Event            
0x81dfe490   2836      0x808   0x100003 Event            
0xe1613488   2836      0x80c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe1238468   2836      0x810    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xe11495f8   2836      0x814    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x82261278   2836      0x818   0x1f0003 Event            
0x821fb6a0   2836      0x81c   0x100001 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites
0xe2b6fa88   2836      0x820    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY
0xe16a05f8   2836      0x824    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{CD67F990-D8E9-11D2-98FE-00C0F0318AFE}
0xe1b7d958   2836      0x828    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{E2E2DD38-D088-4134-82B7-F2BA38496583}
0xe294f518   2836      0x82c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\EXTENSIONS\{FB5F1910-F110-11D2-BB9E-00C04F795683}
0xe1140bc0   2836      0x830    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe11aa378   2836      0x834    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e2e470   2836      0x83c   0x1f03ff Thread           TID 3316 PID 2836
0xe17ee928   2836      0x840    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\TYPEDURLS
0x81df7730   2836      0x844   0x1f0003 Event            
0x81e2e1f8   2836      0x848   0x1f03ff Thread           TID 3396 PID 2836
0x81f41a10   2836      0x84c   0x1f0003 Event            
0x81f15a50   2836      0x850   0x1f03ff Thread           TID 3348 PID 2836
0x8218c240   2836      0x854   0x100003 Event            
0x821ed9f8   2836      0x858   0x1f0003 Timer            
0x822184e8   2836      0x85c   0x100003 Event            
0xe261ebb0   2836      0x860    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81df4930   2836      0x864       0x4a Thread           TID 3144 PID 2836
0x821f8ec8   2836      0x868   0x1f0003 Event            
0x81e2e0b8   2836      0x870   0x1f0003 Semaphore        
0xe16a2510   2836      0x874    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe16472b8   2836      0x878    0x2001b Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY\P3GLOBAL
0xe196bca8   2836      0x87c    0x20006 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\BAGS\1\SHELL
0x820f8958   2836      0x880   0x100003 Event            
0x81e58028   2836      0x884   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x820f57f8   2836      0x888   0x1f03ff Thread           TID 3104 PID 2836
0x821f6ad8   2836      0x88c   0x1f0003 Event            
0xe26da9a8   2836      0x894        0xc Token            
0xe1bb5a30   2836      0x898    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\BAGS\1\SHELL
